user_id,root_id,root_name_cn,root_name_en,exposure_count,video_count,avg_watch_ratio,effective_view_rate,like_count,collect_count,comment_count,forward_count,hate_count,preference_score
8,30,法律, legal,1,1,0.9774807063927239,1.0,0,0,0,0,0,0.6398663178767258
8,18,汽车, car,2,2,0.17199241517532787,1.0,0,0,0,0,0,0.5547931736577951
8,13,三农, agriculture,1,1,0.4626989336403645,1.0,0,0,0,0,0,0.40821452013816406
8,19,情感, emotion,1,1,0.3620776247707815,1.0,0,0,0,0,0,0.3629349311468517
8,12,美食, gourmet,2,2,0.02011074370082623,0.5,0,0,0,0,0,0.2180996693307436
8,15,才艺, talent,1,1,0.021659085986571364,0.0,0,0,0,0,0,0.009746588693957114
8,6,明星娱乐, Star Entertainment,1,1,0.0,0.0,0,0,0,0,0,0.0
9,9,搞笑, funny,3,3,0.40949797082456657,1.0,0,0,0,0,0,1.152822260613165
9,25,亲子, parent-child,1,1,1.0,1.0,0,0,0,0,0,0.65
9,39,影视和短剧, films and short plays,1,1,1.0,1.0,0,0,0,0,0,0.65
9,20,二次元, quadratic,1,1,0.010173819709740925,0.0,0,0,0,0,0,0.004578218869383416
10,9,搞笑, funny,2,2,0.7561837455830389,1.0,0,0,0,0,0,1.080565371024735
10,2,音乐, music,2,2,0.36807340563615715,1.0,0,0,0,0,0,0.7312660650725415
10,12,美食, gourmet,1,1,1.0,1.0,0,0,0,0,0,0.65
10,17,动物, animals,1,1,1.0,1.0,0,0,0,0,0,0.65
10,15,才艺, talent,2,2,0.49056603773584906,0.5,0,0,0,0,0,0.6415094339622642
10,25,亲子, parent-child,1,1,0.872743140784378,1.0,0,0,0,0,0,0.5927344133529702
10,1,舞蹈, dance,1,1,0.6153846153846154,1.0,0,0,0,0,0,0.47692307692307695
10,11,生活, life,1,1,0.5900293352613165,1.0,0,0,0,0,0,0.46551320086759246
10,39,影视和短剧, films and short plays,1,1,0.20655676907657386,1.0,0,0,0,0,0,0.29295054608445825
11,39,影视和短剧, films and short plays,1,1,0.3037895182376112,1.0,0,0,0,0,0,0.33670528320692505
11,15,才艺, talent,1,1,0.02357934449422306,1.0,0,0,0,0,0,0.2106107050224004
11,9,搞笑, funny,1,1,0.10296540362438221,0.0,0,0,0,0,0,0.04633443163097199
12,39,影视和短剧, films and short plays,1,1,0.1430158381725902,1.0,0,0,0,0,0,0.2643571271776656
12,15,才艺, talent,1,1,0.0,0.0,0,0,0,0,0,0.0
13,39,影视和短剧, films and short plays,2,2,0.6824373631719776,1.0,0,0,0,0,0,1.0141936268547798
13,25,亲子, parent-child,2,2,0.5503372596395852,0.5,0,0,0,0,0,0.6953035336756267
13,19,情感, emotion,1,1,1.0,1.0,0,0,0,0,0,0.65
13,9,搞笑, funny,1,1,0.08473545957934371,1.0,0,0,0,0,0,0.23813095681070467
13,12,美食, gourmet,1,1,0.03135877575339459,1.0,0,0,0,0,0,0.21411144908902757
14,19,情感, emotion,4,4,0.5625957899418554,1.0,0,0,0,0,0,1.8126724218953398
14,37,奇人异象, Strange People and Extraordinary Phenomena,2,2,0.403913332500047,1.0,0,0,0,0,0,0.7635219992500424
14,4,美妆, beauty,1,1,1.0,1.0,0,0,0,0,0,0.65
14,22,财经, Finance,1,1,1.0,1.0,0,0,0,0,0,0.65
14,7,运动, movement,1,1,0.9464285714285714,1.0,0,0,0,0,0,0.6258928571428571
14,18,汽车, car,1,1,0.9344150561748347,1.0,0,0,0,0,0,0.6204867752786756
14,11,生活, life,2,2,0.1983516599213113,1.0,0,0,0,0,0,0.5785164939291801
14,36,房产家居, real estate,1,1,0.21256695859195646,1.0,0,0,0,0,0,0.29565513136638044
14,17,动物, animals,1,1,0.01938986556359876,0.0,0,0,0,0,0,0.008725439503619443
16,17,动物, animals,3,3,0.8682548519309269,1.0,0,0,0,0,0,1.7721440501067511
16,5,穿搭, wear it,2,2,0.5559951274875556,0.5,0,0,0,0,0,0.7003956147388002
16,12,美食, gourmet,2,2,0.5503372596395852,0.5,0,0,0,0,0,0.6953035336756267
16,28,资讯, information,3,3,0.3502306795667937,0.3333333333333333,0,0,0,0,0,0.6728114174151716
16,22,财经, Finance,3,3,0.27794761521555095,0.3333333333333333,0,0,0,0,0,0.5752292805409938
16,19,情感, emotion,1,1,0.7849293563579277,1.0,0,0,0,0,0,0.5532182103610674
16,6,明星娱乐, Star Entertainment,2,2,0.2536945946619944,0.5,0,0,0,0,0,0.42832513519579496
16,30,法律, legal,3,3,0.03701531120541665,0.3333333333333333,0,0,0,0,0,0.2499706701273125
16,25,亲子, parent-child,1,1,0.11037527593818985,1.0,0,0,0,0,0,0.24966887417218545
16,2,音乐, music,1,1,0.0492775905229338,1.0,0,0,0,0,0,0.22217491573532022
16,7,运动, movement,1,1,0.30822973389499636,0.0,0,0,0,0,0,0.13870338025274837
16,15,才艺, talent,1,1,0.16853932584269662,0.0,0,0,0,0,0,0.07584269662921349
16,4,美妆, beauty,1,1,0.0949397132820659,0.0,0,0,0,0,0,0.04272287097692965
16,36,房产家居, real estate,1,1,0.04092825277288912,0.0,0,0,0,0,0,0.018417713747800105
16,14,教育, education,1,1,0.03940886699507389,0.0,0,0,0,0,0,0.017733990147783252
17,3,游戏,game,1,1,1.0,1.0,0,0,0,0,0,0.65
17,24,星座命理, astrology,1,1,0.20509760781608338,1.0,0,0,0,0,0,0.29229392351723754
18,39,影视和短剧, films and short plays,8,8,0.2379267994054002,0.625,0,0,0,0,0,1.8565364778594406
18,25,亲子, parent-child,3,3,0.5394129913190945,1.0,0,0,0,0,0,1.3282075382807776
18,7,运动, movement,1,1,1.0,1.0,0,0,0,0,0,0.65
18,9,搞笑, funny,1,1,1.0,1.0,0,0,0,0,0,0.65
18,15,才艺, talent,1,1,1.0,1.0,0,0,0,0,0,0.65
18,20,二次元, quadratic,1,1,0.18820577164366373,1.0,0,0,0,0,0,0.2846925972396487
18,12,美食, gourmet,3,3,0.007786120753548284,0.3333333333333333,0,0,0,0,0,0.2105112630172902
18,13,三农, agriculture,1,1,0.08310479514667997,0.0,0,0,0,0,0,0.037397157816005985
18,4,美妆, beauty,1,1,0.04392418685349087,0.0,0,0,0,0,0,0.019765884084070894
19,9,搞笑, funny,16,15,0.6231011970913318,0.75,0,0,0,0,0,6.88632861905759
19,12,美食, gourmet,12,12,0.5678001318076228,0.9166666666666666,0,0,0,0,0,5.266120711761163
19,25,亲子, parent-child,11,11,0.6501924211861175,0.9090909090909091,0,0,0,0,0,5.218452484871282
19,39,影视和短剧, films and short plays,12,11,0.2529894146353234,0.75,0,0,0,0,0,3.1661428390307464
19,11,生活, life,2,2,1.0,1.0,0,0,0,0,0,1.3
19,36,房产家居, real estate,2,2,0.7853881278538812,1.0,0,0,0,0,0,1.1068493150684933
19,7,运动, movement,2,2,0.7542459066409031,1.0,0,0,0,0,0,1.0788213159768127
19,2,音乐, music,2,2,0.6309433742652621,1.0,0,0,0,0,0,0.967849036838736
19,20,二次元, quadratic,2,2,0.5056721497447533,0.5,0,0,0,0,0,0.655104934770278
19,3,游戏,game,1,1,1.0,1.0,0,0,0,0,0,0.65
19,18,汽车, car,1,1,0.692181723026016,1.0,0,0,0,0,0,0.5114817753617071
19,15,才艺, talent,3,2,0.13569599765631957,0.3333333333333333,0,0,0,0,0,0.38318959683603143
19,17,动物, animals,1,1,0.16780713366770458,1.0,0,0,0,0,0,0.2755132101504671
20,13,三农, agriculture,1,1,1.0,1.0,0,0,0,0,0,0.65
20,25,亲子, parent-child,1,1,1.0,1.0,0,0,0,0,0,0.65
20,9,搞笑, funny,1,1,0.024220933668551055,1.0,0,0,0,0,0,0.21089942015084798
21,39,影视和短剧, films and short plays,2,2,0.47283957844761026,1.0,0,0,0,0,0,0.8255556206028491
21,21,历史, history,1,1,1.0,1.0,0,0,0,0,0,0.65
21,10,旅游, travel,1,1,0.8413205537806177,1.0,0,0,0,0,0,0.5785942492012779
21,15,才艺, talent,1,1,0.547678451895576,1.0,0,0,0,0,0,0.4464553033530092
23,11,生活, life,2,2,0.9902326473628681,1.0,0,0,0,0,0,1.2912093826265814
23,37,奇人异象, Strange People and Extraordinary Phenomena,1,1,1.0,1.0,0,0,0,0,0,0.65
23,16,健康, healthy,1,1,0.632183908045977,1.0,0,0,0,0,0,0.4844827586206897
24,9,搞笑, funny,2,2,0.9992935527392095,1.0,0,0,0,0,0,1.2993641974652885
24,35,军事, military,2,2,0.5177132782901893,1.0,0,0,0,0,0,0.8659419504611705
24,11,生活, life,1,1,1.0,1.0,0,0,0,0,0,0.65
24,25,亲子, parent-child,1,1,1.0,1.0,0,0,0,0,0,0.65
24,10,旅游, travel,1,1,0.04841325554936941,1.0,0,0,0,0,0,0.22178596499721626
24,39,影视和短剧, films and short plays,1,1,0.030352084176446782,0.0,0,0,0,0,0,0.013658437879401053
25,3,游戏,game,1,1,0.0,0.0,0,0,0,0,0,0.0
26,9,搞笑, funny,1,1,1.0,1.0,0,0,0,0,0,0.65
26,2,音乐, music,1,1,0.3052757194793661,1.0,0,0,0,0,0,0.33737407376571477
27,11,生活, life,2,2,1.0,1.0,0,0,0,0,0,1.3
27,4,美妆, beauty,2,2,0.6202501202501203,0.5,0,0,0,0,0,0.7582251082251082
27,3,游戏,game,1,1,1.0,1.0,0,0,0,0,0,0.65
27,14,教育, education,1,1,1.0,1.0,0,0,0,0,0,0.65
27,17,动物, animals,1,1,1.0,1.0,0,0,0,0,0,0.65
27,25,亲子, parent-child,1,1,0.9943718552990076,1.0,0,0,0,0,0,0.6474673348845534
27,10,旅游, travel,1,1,0.9084371096559295,1.0,0,0,0,0,0,0.6087966993451683
27,39,影视和短剧, films and short plays,2,2,0.10587560561336909,1.0,0,0,0,0,0,0.49528804505203217
27,20,二次元, quadratic,2,2,0.1114263145647398,0.5,0,0,0,0,0,0.3002836831082658
27,9,搞笑, funny,2,2,0.1200199532143011,0.0,0,0,0,0,0,0.108017957892871
28,39,影视和短剧, films and short plays,5,5,0.2104672424508399,0.6,0,0,0,0,0,1.0735512955143898
28,6,明星娱乐, Star Entertainment,1,1,0.7655502392344498,1.0,0,0,0,0,0,0.5444976076555024
28,34,随手拍, random shot,1,1,0.3603603603603604,1.0,0,0,0,0,0,0.3621621621621622
28,12,美食, gourmet,1,1,0.18963337547408343,1.0,0,0,0,0,0,0.28533501896333757
28,3,游戏,game,1,1,0.1775252973548731,0.0,0,0,0,0,0,0.0798863838096929
28,2,音乐, music,1,1,0.03241491085899514,0.0,0,0,0,0,0,0.014586709886547812
29,39,影视和短剧, films and short plays,4,4,0.5037724370895802,0.5,0,0,0,0,0,1.3067903867612443
29,9,搞笑, funny,1,1,1.0,1.0,0,0,0,0,0,0.65
29,25,亲子, parent-child,1,1,0.07662835249042145,0.0,0,0,0,0,0,0.034482758620689655
30,39,影视和短剧, films and short plays,3,3,0.7003973474192655,1.0,0,0,0,0,0,1.5455364190160086
30,19,情感, emotion,1,1,1.0,1.0,0,0,0,0,0,0.65
31,39,影视和短剧, films and short plays,2,2,1.0,1.0,0,0,0,0,0,1.3
31,4,美妆, beauty,1,1,1.0,1.0,0,0,0,0,0,0.65
31,9,搞笑, funny,1,1,1.0,1.0,0,0,0,0,0,0.65
31,11,生活, life,1,1,1.0,1.0,0,0,0,0,0,0.65
31,12,美食, gourmet,1,1,1.0,1.0,0,0,0,0,0,0.65
31,14,教育, education,1,1,1.0,1.0,0,0,0,0,0,0.65
31,3,游戏,game,1,1,0.040540814464962605,0.0,0,0,0,0,0,0.018243366509233173
32,38,读书, reading,5,5,0.619055136343546,1.0,0,0,0,0,0,2.3928740567729787
32,25,亲子, parent-child,4,4,0.5590073914033166,0.75,0,0,0,0,0,1.6062133045259697
32,21,历史, history,3,3,0.45788690683560346,1.0,0,0,0,0,0,1.2181473242280647
32,9,搞笑, funny,2,2,0.852112676056338,1.0,0,0,0,0,0,1.1669014084507041
32,28,资讯, information,2,2,0.5419161676646707,1.0,0,0,0,1,0,0.9677245508982035
32,6,明星娱乐, Star Entertainment,2,2,0.6045709106964423,1.0,0,0,0,0,0,0.9441138196267981
32,16,健康, healthy,3,3,0.3711263456328005,0.6666666666666666,0,0,0,0,0,0.9010205666042808
32,22,财经, Finance,2,2,0.5390625,1.0,0,0,0,0,0,0.8851562500000001
32,19,情感, emotion,2,2,0.6022773762443747,0.5,0,0,0,0,0,0.7420496386199373
32,14,教育, education,1,1,1.0,1.0,0,0,0,0,0,0.65
32,11,生活, life,1,1,0.9117720941916396,1.0,0,0,0,0,0,0.6102974423862378
32,39,影视和短剧, films and short plays,2,2,0.16823199860577062,1.0,0,0,0,0,0,0.5514087987451937
32,7,运动, movement,1,1,0.5393379626508461,1.0,0,0,0,0,0,0.44270208319288074
32,24,星座命理, astrology,2,2,0.045839398843276535,1.0,0,0,0,0,0,0.4412554589589489
32,17,动物, animals,1,1,0.2752546105147261,0.0,0,0,0,0,0,0.12386457473162675
32,36,房产家居, real estate,1,1,0.04920775514221041,0.0,0,0,0,0,0,0.022143489813994683
32,2,音乐, music,2,2,0.018218274185401506,0.0,0,0,0,0,0,0.016396446766861358
32,29,科学, Science,1,1,0.0335071984631365,0.0,0,0,0,0,0,0.015078239308411427
33,39,影视和短剧, films and short plays,2,2,0.6768867924528301,1.0,0,0,0,0,0,1.0091981132075472
33,20,二次元, quadratic,1,1,0.18880582325364656,1.0,0,0,0,0,0,0.28496262046414095
33,38,读书, reading,1,1,0.0,0.0,0,0,0,0,0,0.0
35,39,影视和短剧, films and short plays,3,3,0.6604305005845248,1.0,0,0,0,0,0,1.4915811757891086
35,7,运动, movement,3,3,0.7415730337078652,0.6666666666666666,0,0,0,0,0,1.401123595505618
35,21,历史, history,2,2,0.6376065340909091,1.0,0,0,0,0,0,0.9738458806818182
35,9,搞笑, funny,2,2,0.5085743879601874,1.0,0,0,0,0,0,0.8577169491641687
35,11,生活, life,1,1,1.0,1.0,0,0,0,0,0,0.65
35,12,美食, gourmet,1,1,1.0,1.0,0,0,0,0,0,0.65
35,6,明星娱乐, Star Entertainment,1,1,0.12556241498378154,1.0,0,0,0,0,0,0.2565030867427017
35,15,才艺, talent,1,1,0.12170632264346133,0.0,0,0,0,0,0,0.0547678451895576
37,3,游戏,game,21,21,0.5891662074911085,0.9047619047619048,0,0,0,0,0,9.367620660790974
37,9,搞笑, funny,8,8,0.5864803401077506,1.0,0,0,0,0,0,3.7113292243879026
37,39,影视和短剧, films and short plays,10,10,0.40330865050260556,0.9,0,0,0,0,0,3.6148889272617253
37,12,美食, gourmet,6,6,0.8169776120212034,0.8333333333333334,0,0,0,0,0,3.2058395524572494
37,20,二次元, quadratic,5,5,0.5108805162585129,1.0,0,0,0,0,0,2.149481161581654
37,14,教育, education,2,2,1.0,1.0,0,0,0,0,0,1.3
37,6,明星娱乐, Star Entertainment,3,3,0.336718596605258,0.3333333333333333,0,0,0,0,0,0.6545701054170983
37,10,旅游, travel,1,1,1.0,1.0,0,0,0,0,0,0.65
37,11,生活, life,1,1,1.0,1.0,0,0,0,0,0,0.65
37,27,高新数码, Advanced digital,1,1,1.0,1.0,0,0,0,0,0,0.65
37,29,科学, Science,1,1,1.0,1.0,0,0,0,0,0,0.65
37,17,动物, animals,1,1,0.8045977011494253,1.0,0,0,0,0,0,0.5620689655172414
37,19,情感, emotion,1,1,0.7462686567164178,1.0,0,0,0,0,0,0.535820895522388
37,7,运动, movement,2,2,0.1843289944042856,0.5,0,0,0,0,0,0.3658960949638571
37,2,音乐, music,1,1,0.32433309008351574,1.0,0,0,0,0,0,0.34594989053758207
37,22,财经, Finance,1,1,0.19607843137254904,1.0,0,0,0,0,0,0.2882352941176471
37,16,健康, healthy,1,1,0.18796992481203006,1.0,0,0,0,0,0,0.28458646616541355
37,38,读书, reading,1,1,0.14370331275327708,1.0,0,0,0,0,0,0.2646664907389747
37,34,随手拍, random shot,1,1,0.27151778441487917,0.0,0,0,0,0,0,0.12218300298669563
38,39,影视和短剧, films and short plays,2,2,1.0,1.0,0,0,0,0,0,1.3
38,12,美食, gourmet,2,2,0.2899099164024842,1.0,0,0,0,0,0,0.6609189247622358
38,28,资讯, information,1,1,1.0,1.0,0,0,0,0,0,0.65
38,35,军事, military,1,1,1.0,1.0,0,0,0,0,0,0.65
38,22,财经, Finance,1,1,0.6873569818937989,1.0,0,0,0,0,0,0.5093106418522095
39,1,舞蹈, dance,2,2,0.5304265806608653,0.5,0,0,0,0,0,0.6773839225947789
39,12,美食, gourmet,1,1,1.0,1.0,0,0,0,0,0,0.65
39,36,房产家居, real estate,1,1,1.0,1.0,0,0,0,0,0,0.65
39,9,搞笑, funny,1,1,0.6810948440483768,1.0,0,0,0,0,0,0.5064926798217696
39,19,情感, emotion,1,1,0.5333333333333333,1.0,0,0,0,0,0,0.44
39,22,财经, Finance,1,1,0.24064492840813376,1.0,0,0,0,0,0,0.30829021778366017
39,4,美妆, beauty,1,1,0.14705882352941177,1.0,0,0,0,0,0,0.2661764705882353
39,39,影视和短剧, films and short plays,1,1,0.13185885827809912,1.0,0,0,0,0,0,0.2593364862251446
39,25,亲子, parent-child,1,1,0.0,0.0,0,0,0,0,0,0.0
40,36,房产家居, real estate,1,1,0.042770031649823424,1.0,0,0,0,0,0,0.21924651424242056
41,39,影视和短剧, films and short plays,12,12,0.41630167319538464,0.6666666666666666,1,0,0,0,0,3.9980290352550774
41,9,搞笑, funny,3,3,0.18027861664608383,0.6666666666666666,0,0,0,0,0,0.6433761324722133
41,13,三农, agriculture,1,1,0.0,0.0,0,0,0,0,0,0.0
42,3,游戏,game,2,2,0.9972103880334544,1.0,0,0,0,0,0,1.297489349230109
42,6,明星娱乐, Star Entertainment,1,1,0.9634387351778656,1.0,0,0,0,0,0,0.6335474308300395
42,25,亲子, parent-child,1,1,0.8936170212765957,1.0,0,0,0,0,0,0.602127659574468
42,17,动物, animals,1,1,0.50130059654771,1.0,0,0,0,0,0,0.4255852684464695
42,9,搞笑, funny,1,1,0.17453225356045796,1.0,0,0,0,0,0,0.2785395141022061
42,39,影视和短剧, films and short plays,1,1,0.0,0.0,0,0,0,0,0,0.0
43,12,美食, gourmet,1,1,0.037077204008045754,1.0,0,0,0,0,0,0.2166847418036206
43,13,三农, agriculture,1,1,0.014054789081537102,1.0,0,0,0,0,0,0.2063246550866917
43,16,健康, healthy,1,1,0.07042253521126761,0.0,0,0,0,0,0,0.03169014084507042
43,38,读书, reading,1,1,0.0034139014065273795,0.0,0,0,0,0,0,0.0015362556329373209
44,9,搞笑, funny,11,11,0.6697852133534874,0.9090909090909091,0,0,0,0,0,5.315436806099763
44,20,二次元, quadratic,12,12,0.553011212327683,0.8333333333333334,0,0,0,0,0,4.986260546569488
44,25,亲子, parent-child,11,11,0.40533017807918237,0.7272727272727273,0,0,0,0,0,3.606384381491953
44,12,美食, gourmet,3,3,0.6995257341263321,0.6666666666666666,0,0,0,0,0,1.3443597410705483
44,39,影视和短剧, films and short plays,2,2,0.358501471541318,1.0,0,0,0,0,0,0.7226513243871862
44,3,游戏,game,2,2,0.504503165725505,0.5,0,0,0,0,0,0.6540528491529546
44,24,星座命理, astrology,1,1,1.0,1.0,0,0,0,0,0,0.65
44,15,才艺, talent,2,2,0.34279111149983793,0.5,0,0,0,0,0,0.5085120003498541
44,19,情感, emotion,2,2,0.16069246844337132,0.5,0,0,0,0,0,0.34462322159903425
44,26,摄影, photography,2,2,0.04480987896038235,0.5,0,0,0,0,0,0.24032889106434413
46,9,搞笑, funny,6,6,0.684357100308791,1.0,0,0,0,0,0,3.047764170833736
46,12,美食, gourmet,3,3,0.9881744271988174,1.0,0,0,0,0,0,1.9340354767184036
46,20,二次元, quadratic,4,4,0.5830728714564203,1.0,0,0,0,0,0,1.8495311686215565
46,25,亲子, parent-child,3,3,0.7438913148539125,1.0,0,0,0,0,0,1.6042532750527818
46,18,汽车, car,2,2,0.664126611957796,1.0,0,0,0,0,0,0.9977139507620164
46,17,动物, animals,2,2,0.3964008779170165,1.0,0,0,0,0,0,0.7567607901253149
46,3,游戏,game,1,1,1.0,1.0,0,0,0,0,0,0.65
46,6,明星娱乐, Star Entertainment,1,1,1.0,1.0,0,0,0,0,0,0.65
46,11,生活, life,1,1,1.0,1.0,0,0,0,0,0,0.65
46,36,房产家居, real estate,1,1,1.0,1.0,0,0,0,0,0,0.65
46,39,影视和短剧, films and short plays,1,1,1.0,1.0,0,0,0,0,0,0.65
46,22,财经, Finance,1,1,0.4526834066382389,1.0,0,0,0,0,0,0.4037075329872075
46,4,美妆, beauty,1,1,0.006953329254046838,0.0,0,0,0,0,0,0.003128998164321077
46,38,读书, reading,1,1,0.0018021265092809516,0.0,0,0,0,0,0,0.0008109569291764282
47,39,影视和短剧, films and short plays,2,2,0.5035285815102328,0.5,0,0,0,0,0,0.6531757233592096
47,13,三农, agriculture,1,1,1.0,1.0,0,0,0,0,0,0.65
47,1,舞蹈, dance,1,1,0.8090069439762692,1.0,0,0,0,0,0,0.5640531247893211
47,2,音乐, music,1,1,0.17013232514177695,1.0,0,0,0,0,0,0.27655954631379964
47,9,搞笑, funny,1,1,0.2857142857142857,0.0,0,0,0,0,0,0.12857142857142856
48,2,音乐, music,3,3,0.9797964209269088,1.0,1,0,0,0,0,2.072725168251327
48,9,搞笑, funny,1,1,0.8677865245149694,1.0,1,0,0,0,0,0.7405039360317363
48,1,舞蹈, dance,1,1,1.0,1.0,0,0,0,0,0,0.65
48,35,军事, military,1,1,1.0,1.0,0,0,0,0,0,0.65
48,38,读书, reading,1,1,1.0,1.0,0,0,0,0,0,0.65
48,28,资讯, information,1,1,0.909696469582335,1.0,0,0,0,0,0,0.6093634113120507
49,13,三农, agriculture,2,2,0.6377459180785519,1.0,0,0,0,0,0,0.9739713262706966
49,17,动物, animals,1,1,1.0,1.0,0,0,0,0,0,0.65
49,19,情感, emotion,1,1,0.5748406397284104,1.0,0,0,0,0,0,0.4586782878777847
49,39,影视和短剧, films and short plays,1,1,0.5542986425339366,1.0,0,0,0,0,0,0.44943438914027145
50,9,搞笑, funny,1,1,1.0,1.0,0,0,0,0,0,0.65
50,39,影视和短剧, films and short plays,1,1,1.0,1.0,0,0,0,0,0,0.65
50,18,汽车, car,2,2,0.211227895081044,0.0,0,0,0,0,0,0.19010510557293964
51,11,生活, life,4,4,0.5309068327994922,0.75,0,0,0,0,0,1.555632299039086
51,12,美食, gourmet,4,4,0.30176247455464983,1.0,0,0,0,0,0,1.3431724541983696
51,38,读书, reading,2,2,0.8131822526474188,1.0,0,0,0,0,0,1.131864027382677
51,39,影视和短剧, films and short plays,5,5,0.08736162111969431,0.8,0,0,0,0,0,0.9965636475193123
51,1,舞蹈, dance,1,1,0.6018518518518519,1.0,0,0,0,0,0,0.4708333333333334
51,15,才艺, talent,2,2,0.28599314699696066,0.5,0,0,0,0,0,0.4573938322972646
51,28,资讯, information,1,1,0.546875,1.0,0,0,0,0,0,0.44609375
51,6,明星娱乐, Star Entertainment,1,1,0.43122035360068994,1.0,0,0,0,0,0,0.39404915912031047
