group_dimension,group_value,root_id,root_name_cn,exposure_count,avg_preference_score,avg_watch_ratio,like_rate,collect_rate,forward_rate
gender,M,15,才艺,2554,0.35376676444645727,0.47022562985839367,0.011746280344557557,0.003915426781519186,0.0011746280344557558
gender,M,16,健康,1320,0.34111892393567994,0.450163265311612,0.00909090909090909,0.0030303030303030303,0.004545454545454545
gender,M,17,动物,1978,0.3813213210242636,0.5138676249702205,0.019211324570273004,0.003033367037411527,0.0010111223458038423
gender,M,18,汽车,2405,0.3448300380693622,0.4514726186711167,0.00997920997920998,0.002079002079002079,0.00498960498960499
gender,M,19,情感,2903,0.3624615099028993,0.47301700405566394,0.021357216672407853,0.005167068549776094,0.003444712366517396
gender,M,20,二次元,1734,0.3864323075997442,0.49398931233705673,0.03517877739331027,0.01384083044982699,0.0034602076124567475
gender,M,21,历史,808,0.352880004523278,0.432527622813005,0.02599009900990099,0.0049504950495049506,0.0024752475247524753
gender,M,22,财经,1123,0.3366177319277194,0.41060989997987296,0.012466607301869992,0.005342831700801425,0.003561887800534283
gender,M,23,宗教,168,0.37482205145456066,0.5144193736027274,0.017857142857142856,0.005952380952380952,0.005952380952380952
gender,M,24,星座命理,404,0.4001320042232401,0.5345850537991818,0.017326732673267328,0.012376237623762377,0.0024752475247524753
gender,M,25,亲子,2782,0.4120961708319017,0.5741769214246027,0.01653486700215672,0.006470165348670022,0.0007189072609633358
gender,M,26,摄影,288,0.3886870901064091,0.5531781014710325,0.027777777777777776,0.003472222222222222,0.0
gender,M,27,高新数码,682,0.31258439655771736,0.4153553550093296,0.005865102639296188,0.004398826979472141,0.002932551319648094
gender,M,28,资讯,2765,0.4026988592667619,0.5543438584469331,0.013743218806509945,0.0032549728752260397,0.0014466546112115732
gender,M,29,科学,598,0.37639102415990544,0.49736838516396675,0.015050167224080268,0.0033444816053511705,0.005016722408026756
gender,M,30,法律,728,0.35284770462635207,0.4484832996580717,0.01510989010989011,0.008241758241758242,0.0
gender,M,34,随手拍,438,0.41741317009519835,0.597041950795012,0.01141552511415525,0.0,0.0
gender,M,35,军事,818,0.37665975613658176,0.4773368120611896,0.02689486552567237,0.0,0.0
gender,M,36,房产家居,1266,0.35108711591838715,0.47947391390675453,0.0071090047393364926,0.00315955766192733,0.00315955766192733
gender,M,37,奇人异象,527,0.3889432510775528,0.5109133178067481,0.017077798861480076,0.009487666034155597,0.003795066413662239
gender,M,38,读书,869,0.3187884219938672,0.3818364370609144,0.023014959723820484,0.00805523590333717,0.0023014959723820483
gender,M,39,影视和短剧,14929,0.3110682129981934,0.36248127832481597,0.015004353941992095,0.0035501373166320583,0.000937772121374506
age_group,19-25,1,舞蹈,225,0.4149956884529916,0.5917815616092077,0.04888888888888889,0.008888888888888889,0.0044444444444444444
age_group,19-25,2,音乐,610,0.3034603649056358,0.3682361478777334,0.05573770491803279,0.018032786885245903,0.001639344262295082
age_group,19-25,3,游戏,1613,0.3718488059145112,0.4870374845016946,0.03347799132052077,0.0049597024178549285,0.0043397396156230625
age_group,19-25,4,美妆,568,0.31918767697573397,0.42409468122933053,0.040492957746478875,0.007042253521126761,0.0
age_group,19-25,5,穿搭,296,0.28313221647414205,0.4088373579305259,0.016891891891891893,0.0,0.0
age_group,19-25,6,明星娱乐,1065,0.417880886441251,0.5618427627750282,0.0676056338028169,0.010328638497652582,0.0009389671361502347
age_group,19-25,7,运动,634,0.4396253871258991,0.6215547827428392,0.03785488958990536,0.0015772870662460567,0.0031545741324921135
age_group,19-25,8,颜值,159,0.4145511775829467,0.6046629942094831,0.08176100628930817,0.012578616352201259,0.0
age_group,19-25,9,搞笑,2369,0.3942148577782501,0.5180666930037751,0.052764879696074296,0.007176023638666104,0.0008442380751371887
age_group,19-25,10,旅游,249,0.22252065218634026,0.2410320606372042,0.024096385542168676,0.004016064257028112,0.0
age_group,19-25,11,生活,1116,0.37532729353324934,0.504815493098428,0.03494623655913978,0.007168458781362007,0.0008960573476702509
age_group,19-25,12,美食,1317,0.3181585141363273,0.39759514573111115,0.029612756264236904,0.006074411541381929,0.0007593014426727411
age_group,19-25,13,三农,193,0.3588305184238854,0.48882314399320526,0.02072538860103627,0.0,0.0
age_group,19-25,14,教育,124,0.4207431169050295,0.5810420519036499,0.04838709677419355,0.016129032258064516,0.0
age_group,19-25,15,才艺,377,0.3790015963433337,0.5000507033388553,0.03713527851458886,0.007957559681697613,0.0
age_group,19-25,16,健康,151,0.3367661628648702,0.45845019267984405,0.026490066225165563,0.006622516556291391,0.0
age_group,19-25,17,动物,464,0.405890073267175,0.5445545689462127,0.06896551724137931,0.01293103448275862,0.0021551724137931034
age_group,19-25,18,汽车,368,0.3826999815983116,0.5113743552426248,0.008152173913043478,0.002717391304347826,0.0
age_group,19-25,19,情感,451,0.3683540659831481,0.47217385443902343,0.06651884700665188,0.022172949002217297,0.0
age_group,19-25,20,二次元,834,0.4178864795141778,0.5538164772577252,0.0671462829736211,0.009592326139088728,0.004796163069544364
age_group,19-25,21,历史,67,0.40198643123763905,0.5533363480239409,0.04477611940298507,0.0,0.0
age_group,19-25,22,财经,78,0.2713405942204719,0.3237768190654361,0.01282051282051282,0.0,0.0
age_group,19-25,23,宗教,19,0.35168300923307744,0.5008160439097626,0.0,0.0,0.0
age_group,19-25,24,星座命理,110,0.4300779693229928,0.5672439722329132,0.03636363636363636,0.00909090909090909,0.00909090909090909
age_group,19-25,25,亲子,586,0.42145098909488643,0.5784255604350136,0.027303754266211604,0.010238907849829351,0.0034129692832764505
age_group,19-25,26,摄影,115,0.37838567107688453,0.5210502835524969,0.09565217391304348,0.008695652173913044,0.0
age_group,19-25,27,高新数码,260,0.31255035497725875,0.4283170281545921,0.0038461538461538464,0.0,0.0
age_group,19-25,28,资讯,457,0.41580390611598866,0.5906753469244193,0.02188183807439825,0.00437636761487965,0.0
age_group,19-25,29,科学,140,0.333997221024332,0.4287239832286742,0.04285714285714286,0.014285714285714285,0.0
age_group,19-25,30,法律,51,0.3248286494875436,0.4037586546346285,0.0392156862745098,0.0,0.0
age_group,19-25,34,随手拍,157,0.454694066629187,0.6494970765857375,0.01910828025477707,0.0,0.0
age_group,19-25,35,军事,43,0.4123901882346106,0.5494975759218738,0.046511627906976744,0.0,0.0
age_group,19-25,36,房产家居,198,0.335446900062121,0.4452130888024687,0.020202020202020204,0.005050505050505051,0.0
age_group,19-25,37,奇人异象,95,0.3770231336044997,0.49279994602169513,0.05263157894736842,0.0,0.0
age_group,19-25,38,读书,132,0.33532694612461955,0.38658513280218476,0.030303030303030304,0.015151515151515152,0.0
age_group,19-25,39,影视和短剧,3550,0.30374945888582294,0.3422413640342231,0.03718309859154929,0.007323943661971831,0.0030985915492957746
age_group,26-35,1,舞蹈,385,0.43816740499553075,0.6327480472627045,0.02077922077922078,0.01038961038961039,0.0025974025974025974
age_group,26-35,2,音乐,960,0.2922126398866766,0.3511669775259481,0.027083333333333334,0.009375,0.004166666666666667
age_group,26-35,3,游戏,1527,0.384837124743154,0.5115714028709833,0.02619515389652914,0.011132940406024885,0.0026195153896529143
age_group,26-35,4,美妆,525,0.3506621726073341,0.4900217592332292,0.017142857142857144,0.0019047619047619048,0.0019047619047619048
age_group,26-35,5,穿搭,354,0.314721782581057,0.4702543065517525,0.0,0.002824858757062147,0.0
age_group,26-35,6,明星娱乐,1066,0.37981926888719914,0.5082496156634444,0.012195121951219513,0.006566604127579738,0.0009380863039399625
age_group,26-35,7,运动,932,0.42571040760595347,0.6002672863346415,0.016094420600858368,0.0075107296137339056,0.002145922746781116
age_group,26-35,8,颜值,153,0.3981357317204191,0.5928070726684694,0.013071895424836602,0.0,0.0
age_group,26-35,9,搞笑,3387,0.37669187385096614,0.4963655469624854,0.01682905225863596,0.008266902863891349,0.0014762326542663124
age_group,26-35,10,旅游,376,0.28053838375362916,0.34617276767945965,0.007978723404255319,0.007978723404255319,0.005319148936170213
age_group,26-35,11,生活,1633,0.3733118237465872,0.5070942480481416,0.011022657685241886,0.004286589099816289,0.000612369871402327
age_group,26-35,12,美食,1956,0.33595984941057516,0.43060380078060095,0.014826175869120654,0.002044989775051125,0.002044989775051125
age_group,26-35,13,三农,480,0.35926998039867913,0.4972203268118795,0.0020833333333333333,0.004166666666666667,0.0
age_group,26-35,14,教育,180,0.3848380895224614,0.5366772359758403,0.011111111111111112,0.005555555555555556,0.0
age_group,26-35,15,才艺,874,0.3818179429163897,0.5122270076504567,0.021739130434782608,0.006864988558352402,0.0
age_group,26-35,16,健康,254,0.3839200295872724,0.5390698820224601,0.007874015748031496,0.007874015748031496,0.0
age_group,26-35,17,动物,601,0.4012481504233595,0.5447962226083899,0.021630615640599003,0.009983361064891847,0.0033277870216306157
age_group,26-35,18,汽车,690,0.36153231001659697,0.4966740544652236,0.008695652173913044,0.004347826086956522,0.004347826086956522
age_group,26-35,19,情感,760,0.3748463717237453,0.5142492471053989,0.02368421052631579,0.006578947368421052,0.002631578947368421
age_group,26-35,20,二次元,996,0.3971922234323702,0.5153719178431273,0.04317269076305221,0.013052208835341365,0.001004016064257028
age_group,26-35,21,历史,157,0.409812813565582,0.5391452474139615,0.05732484076433121,0.006369426751592357,0.0
age_group,26-35,22,财经,201,0.3278283830440062,0.3981592591691016,0.01990049751243781,0.009950248756218905,0.004975124378109453
age_group,26-35,23,宗教,42,0.3877903435192075,0.5337139908892441,0.0,0.0,0.0
age_group,26-35,24,星座命理,128,0.45473953250452226,0.6424767388989383,0.0234375,0.0078125,0.0
age_group,26-35,25,亲子,1431,0.4002832530001484,0.547395504376446,0.019566736547868623,0.007686932215234102,0.001397624039133473
age_group,26-35,26,摄影,128,0.31211819987411393,0.4470682219424754,0.03125,0.0,0.0
age_group,26-35,27,高新数码,184,0.31675385828241776,0.41331775270488963,0.016304347826086956,0.010869565217391304,0.010869565217391304
age_group,26-35,28,资讯,741,0.4194190762122208,0.587013151816631,0.009446693657219974,0.002699055330634278,0.0
age_group,26-35,29,科学,215,0.3713429650391872,0.49394043910517044,0.018604651162790697,0.0,0.0
age_group,26-35,30,法律,121,0.3242241189507055,0.42389565460120043,0.01652892561983471,0.01652892561983471,0.0
age_group,26-35,34,随手拍,168,0.4338509114184405,0.6274729248452118,0.023809523809523808,0.011904761904761904,0.0
age_group,26-35,35,军事,103,0.418331567465003,0.5401974422631135,0.02912621359223301,0.0,0.0
age_group,26-35,36,房产家居,347,0.3695192625589474,0.5208016913733894,0.005763688760806916,0.002881844380403458,0.0
age_group,26-35,37,奇人异象,131,0.4021774048907792,0.5417343518353192,0.022900763358778626,0.022900763358778626,0.0
age_group,26-35,38,读书,205,0.3082348509644309,0.3510909967231255,0.03414634146341464,0.014634146341463415,0.0
age_group,26-35,39,影视和短剧,4920,0.3105264344231358,0.36133245589965146,0.013821138211382113,0.004471544715447155,0.0010162601626016261
age_group,36-45,1,舞蹈,287,0.43465812733988013,0.6386905346228849,0.020905923344947737,0.0,0.006968641114982578
age_group,36-45,2,音乐,912,0.2960979824466975,0.3646475633318424,0.023026315789473683,0.009868421052631578,0.003289473684210526
age_group,36-45,3,游戏,1097,0.38197918309939183,0.5040436824876589,0.023701002734731084,0.01276207839562443,0.0018231540565177757
age_group,36-45,4,美妆,408,0.3346681037150086,0.4641317337457707,0.007352941176470588,0.0,0.0024509803921568627
age_group,36-45,5,穿搭,337,0.2781744729826195,0.40820480560536876,0.005934718100890208,0.002967359050445104,0.0
age_group,36-45,6,明星娱乐,821,0.3921571389670736,0.5145784574149883,0.023142509135200974,0.0048721071863581,0.0
age_group,36-45,7,运动,799,0.41532239583904046,0.5862956314153617,0.01376720901126408,0.0037546933667083854,0.0037546933667083854
age_group,36-45,8,颜值,82,0.3775673709974338,0.5639708515390127,0.0,0.0,0.0
age_group,36-45,9,搞笑,2715,0.3817928063358445,0.5026249924996383,0.01841620626151013,0.0066298342541436465,0.0033149171270718232
age_group,36-45,10,旅游,312,0.302974762639647,0.37804933008240643,0.009615384615384616,0.0,0.0
age_group,36-45,11,生活,1419,0.3855090673057351,0.5274408683843679,0.015503875968992248,0.0021141649048625794,0.0021141649048625794
age_group,36-45,12,美食,1739,0.3193742474909322,0.4101103014334305,0.014951121334100058,0.0040253018976423235,0.0011500862564692352
age_group,36-45,13,三农,512,0.37354963753803144,0.5124019723067366,0.01171875,0.0078125,0.0
age_group,36-45,14,教育,146,0.41794318586236767,0.5901020568631001,0.02054794520547945,0.0136986301369863,0.0
age_group,36-45,15,才艺,732,0.37564992403031133,0.5093070564365145,0.012295081967213115,0.006830601092896175,0.00273224043715847
age_group,36-45,16,健康,236,0.34142742140820753,0.4627765673478057,0.00423728813559322,0.00847457627118644,0.00423728813559322
age_group,36-45,17,动物,568,0.4016060696099763,0.5462138010112149,0.022887323943661973,0.0017605633802816902,0.0
age_group,36-45,18,汽车,592,0.3542680457951898,0.47776532699231367,0.008445945945945946,0.005067567567567568,0.016891891891891893
age_group,36-45,19,情感,651,0.37168475906574494,0.5031124019518687,0.015360983102918587,0.0030721966205837174,0.0015360983102918587
age_group,36-45,20,二次元,671,0.4093752654091478,0.537012098326008,0.038748137108792845,0.013412816691505217,0.004470938897168405
age_group,36-45,21,历史,142,0.3462220607220383,0.4368314964402103,0.02112676056338028,0.014084507042253521,0.0
age_group,36-45,22,财经,237,0.3082824784078321,0.3823998816939166,0.004219409282700422,0.0,0.004219409282700422
age_group,36-45,23,宗教,35,0.3751720448397975,0.5480013694852642,0.05714285714285714,0.0,0.0
age_group,36-45,24,星座命理,105,0.4175074875175163,0.5793125770125175,0.02857142857142857,0.009523809523809525,0.009523809523809525
age_group,36-45,25,亲子,1124,0.397792712172854,0.5550197874303833,0.00800711743772242,0.00800711743772242,0.0026690391459074734
age_group,36-45,26,摄影,98,0.4338530082760973,0.609242512722393,0.030612244897959183,0.0,0.0
age_group,36-45,27,高新数码,142,0.319071764899009,0.44144273263942524,0.007042253521126761,0.007042253521126761,0.0
age_group,36-45,28,资讯,716,0.4319828237498743,0.6062063991462135,0.012569832402234637,0.004189944134078212,0.0013966480446927375
age_group,36-45,29,科学,179,0.3854072503385271,0.5006567077665594,0.01675977653631285,0.0111731843575419,0.0111731843575419
age_group,36-45,30,法律,131,0.28890650012350816,0.3502417559996533,0.022900763358778626,0.007633587786259542,0.0
age_group,36-45,34,随手拍,133,0.39585679631386267,0.5739173585587924,0.015037593984962405,0.0,0.0
age_group,36-45,35,军事,104,0.372740386669614,0.46933761140256103,0.019230769230769232,0.009615384615384616,0.0
age_group,36-45,36,房产家居,315,0.32340458122526594,0.44213363729071437,0.012698412698412698,0.006349206349206349,0.0
age_group,36-45,37,奇人异象,129,0.36736652799957165,0.4859652387931911,0.015503875968992248,0.0,0.007751937984496124
age_group,36-45,38,读书,204,0.3004833536385699,0.344756036408151,0.004901960784313725,0.004901960784313725,0.0
age_group,36-45,39,影视和短剧,4287,0.30786366286022954,0.35583107725257446,0.012829484487986938,0.003965477023559599,0.0016328434802892467
age_group,46-60,1,舞蹈,369,0.3874815088151298,0.5495373487069128,0.02710027100271003,0.013550135501355014,0.0027100271002710027
age_group,46-60,2,音乐,1480,0.3034635203765524,0.3650240392752214,0.03445945945945946,0.004054054054054054,0.002702702702702703
age_group,46-60,3,游戏,872,0.3649245839911263,0.4781963232422583,0.016055045871559634,0.010321100917431193,0.0045871559633027525
age_group,46-60,4,美妆,425,0.32803827810510633,0.43773212127932115,0.01411764705882353,0.0,0.0
age_group,46-60,5,穿搭,283,0.2925066465425354,0.41931198250127616,0.014134275618374558,0.0035335689045936395,0.0035335689045936395
age_group,46-60,6,明星娱乐,782,0.37726177082851037,0.4903629007896991,0.01278772378516624,0.005115089514066497,0.0025575447570332483
age_group,46-60,7,运动,789,0.4052410355980523,0.5631746995827721,0.029150823827629912,0.0076045627376425855,0.0012674271229404308
age_group,46-60,8,颜值,132,0.31720468907321103,0.47459627874854976,0.015151515151515152,0.007575757575757576,0.007575757575757576
age_group,46-60,9,搞笑,2816,0.3810230867364478,0.5078843215355406,0.014204545454545454,0.006036931818181818,0.0031960227272727275
age_group,46-60,10,旅游,326,0.32448633474671834,0.4103786307254954,0.024539877300613498,0.003067484662576687,0.003067484662576687
age_group,46-60,11,生活,1761,0.37328032671972194,0.5097445380239595,0.017603634298693924,0.002271436683702442,0.0017035775127768314
age_group,46-60,12,美食,1913,0.33496281452325594,0.4319612756961011,0.012023000522739153,0.0015682174594877157,0.0031364349189754314
age_group,46-60,13,三农,1007,0.37565275241591994,0.5028628967953909,0.024826216484607744,0.007944389275074478,0.0019860973187686196
age_group,46-60,14,教育,129,0.4467919014919695,0.6354204184748331,0.023255813953488372,0.007751937984496124,0.0
age_group,46-60,15,才艺,974,0.3497845759301787,0.46176175440564454,0.014373716632443531,0.003080082135523614,0.00513347022587269
age_group,46-60,16,健康,611,0.33326763132937537,0.4372304882424016,0.008183306055646482,0.0016366612111292963,0.0032733224222585926
age_group,46-60,17,动物,646,0.3673492223207556,0.4925269955941112,0.017027863777089782,0.0,0.0015479876160990713
age_group,46-60,18,汽车,578,0.3415778542686115,0.43311034128126663,0.010380622837370242,0.0,0.0017301038062283738
age_group,46-60,19,情感,1199,0.3540598196095097,0.44920345419664937,0.021684737281067557,0.0050041701417848205,0.004170141784820684
age_group,46-60,20,二次元,402,0.3504257770620389,0.44422975333852766,0.01990049751243781,0.017412935323383085,0.004975124378109453
age_group,46-60,21,历史,254,0.31953913618416385,0.37692861409254264,0.015748031496062992,0.003937007874015748,0.003937007874015748
age_group,46-60,22,财经,398,0.33931358947427276,0.3933378481896178,0.020100502512562814,0.005025125628140704,0.0
age_group,46-60,23,宗教,52,0.4334374188148508,0.594390845229583,0.07692307692307693,0.019230769230769232,0.019230769230769232
age_group,46-60,24,星座命理,104,0.3588537533204855,0.45343569113954035,0.019230769230769232,0.019230769230769232,0.0
age_group,46-60,25,亲子,1267,0.4098308021106025,0.5766651342175452,0.021310181531176007,0.003946329913180742,0.0031570639305445935
age_group,46-60,26,摄影,94,0.4211285617170902,0.6124369929410515,0.02127659574468085,0.010638297872340425,0.010638297872340425
age_group,46-60,27,高新数码,151,0.3209895330490891,0.4197118394468352,0.006622516556291391,0.0,0.0
age_group,46-60,28,资讯,907,0.3822336796122142,0.5186229263953896,0.013230429988974642,0.004410143329658214,0.002205071664829107
age_group,46-60,29,科学,138,0.36899485691913714,0.4821463809153128,0.014492753623188406,0.014492753623188406,0.007246376811594203
age_group,46-60,30,法律,257,0.3586466623032558,0.4545801315342563,0.01556420233463035,0.0,0.0
age_group,46-60,34,随手拍,125,0.4267632917989667,0.599029537331037,0.008,0.0,0.0
age_group,46-60,35,军事,276,0.3562305467012854,0.4482256915423089,0.03260869565217391,0.0,0.0
age_group,46-60,36,房产家居,433,0.37068929089315006,0.5145417652385629,0.006928406466512702,0.0,0.0
age_group,46-60,37,奇人异象,139,0.35139547670104215,0.4406710033804133,0.0,0.0,0.007194244604316547
age_group,46-60,38,读书,354,0.30338301012703994,0.3716734813871447,0.01977401129943503,0.002824858757062147,0.00847457627118644
age_group,46-60,39,影视和短剧,5040,0.31635894835497225,0.3730331127464992,0.01746031746031746,0.004563492063492064,0.002380952380952381
age_group,60+,1,舞蹈,463,0.4080692117015155,0.5826064075728422,0.017278617710583154,0.0021598272138228943,0.0
age_group,60+,2,音乐,1865,0.29468894058383227,0.34005942709424736,0.027882037533512063,0.002680965147453083,0.002680965147453083
age_group,60+,3,游戏,823,0.3617364197811226,0.47500762381494227,0.020656136087484813,0.00850546780072904,0.0036452004860267314
age_group,60+,4,美妆,377,0.35929668250605423,0.4799578503081783,0.010610079575596816,0.007957559681697613,0.002652519893899204
age_group,60+,5,穿搭,302,0.3667410732062976,0.5383061376622654,0.009933774834437087,0.0033112582781456954,0.0
age_group,60+,6,明星娱乐,901,0.37086985689485963,0.4794024936792909,0.008879023307436182,0.00776914539400666,0.0011098779134295228
age_group,60+,7,运动,860,0.409532354239666,0.5770486424964154,0.019767441860465116,0.002325581395348837,0.0011627906976744186
age_group,60+,8,颜值,111,0.39054488033101353,0.5775872215564063,0.02702702702702703,0.0,0.0
age_group,60+,9,搞笑,3341,0.3905739993382483,0.5219646358635721,0.012271774917689314,0.004190362167015863,0.0020951810835079317
age_group,60+,10,旅游,393,0.3161255923290153,0.40055051051910096,0.005089058524173028,0.002544529262086514,0.0
age_group,60+,11,生活,2058,0.3846312204501479,0.5272768077814538,0.012147716229348883,0.0024295432458697765,0.003401360544217687
age_group,60+,12,美食,2220,0.347781620004004,0.4516368332421309,0.009009009009009009,0.00045045045045045046,0.0036036036036036037
age_group,60+,13,三农,1288,0.3692093242262809,0.49893307384998237,0.017080745341614908,0.005434782608695652,0.005434782608695652
age_group,60+,14,教育,165,0.4401042358363372,0.6200296149898402,0.024242424242424242,0.006060606060606061,0.006060606060606061
age_group,60+,15,才艺,1129,0.3388214165031373,0.45001354046263553,0.00974313551815766,0.00354295837023915,0.0
age_group,60+,16,健康,700,0.3497014915880119,0.45822553686224865,0.012857142857142857,0.004285714285714286,0.007142857142857143
age_group,60+,17,动物,771,0.3661979561221213,0.49669584715421683,0.018158236057068743,0.00648508430609598,0.0025940337224383916
age_group,60+,18,汽车,663,0.3098089210500008,0.3757443092212185,0.013574660633484163,0.0015082956259426848,0.0
age_group,60+,19,情感,1564,0.3588228883671596,0.46336885110292353,0.023657289002557546,0.00319693094629156,0.0038363171355498722
age_group,60+,20,二次元,445,0.39143230763196635,0.5151429557863921,0.033707865168539325,0.017977528089887642,0.0022471910112359553
age_group,60+,21,历史,293,0.34902774877406395,0.4132357253758113,0.017064846416382253,0.0034129692832764505,0.0034129692832764505
age_group,60+,22,财经,454,0.3547818827356944,0.4445960585511759,0.00881057268722467,0.004405286343612335,0.006607929515418502
age_group,60+,23,宗教,80,0.35223447784105116,0.4688543952023358,0.025,0.0,0.0
age_group,60+,24,星座命理,125,0.39104147727904287,0.5271143939534285,0.024,0.008,0.008
